id_code|clean_code|Description|parent_description
2646|382485|"Mixtures and preparations containing 1,2,3,4,5,6-hexachlorocyclohexane ""HCH ""ISO"""", including lindane ""ISO, INN"""|MISCELLANEOUS CHEMICAL PRODUCTS
2647|382486|"Mixtures and preparations containing pentachlorobenzene ""ISO"" or hexachlorobenzene ""ISO"""|MISCELLANEOUS CHEMICAL PRODUCTS
2648|382487|Mixtures and preparations containing perfluorooctane sulphonic acid, its salts, perfluorooctane sulphonamides, or perfluorooctane sulphonyl fluoride|MISCELLANEOUS CHEMICAL PRODUCTS
2649|382488|Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers|MISCELLANEOUS CHEMICAL PRODUCTS
2651|382491|"Mixtures and preparations consisting mainly of ""5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""methyl methyl methylphosphonate and bis[""5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""methyl] methylphosphonate"|MISCELLANEOUS CHEMICAL PRODUCTS
2652|382499|Chemical products and preparations of the chemical or allied industries, incl. those consisting of mixtures of natural products, n.e.s.|MISCELLANEOUS CHEMICAL PRODUCTS
2653|382500|Residual products of the chemical or allied industries, n.e.s.; municipal waste; sewage sludge; clinical waste, waste organic solvents, wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids and other wastes from chemical or allied industries (excl. wastes containing mainly petroleum oils or oils obtained from bituminous minerals)|MISCELLANEOUS CHEMICAL PRODUCTS
2654|382510|Municipal waste|MISCELLANEOUS CHEMICAL PRODUCTS
2655|382520|Sewage sludge|MISCELLANEOUS CHEMICAL PRODUCTS
2656|382530|Clinical waste|MISCELLANEOUS CHEMICAL PRODUCTS
2658|382541|Waste organic solvents, halogenated|MISCELLANEOUS CHEMICAL PRODUCTS
2659|382549|Waste organic solvents, non-halogenated|MISCELLANEOUS CHEMICAL PRODUCTS
2660|382550|Wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids|MISCELLANEOUS CHEMICAL PRODUCTS
2662|382561|Wastes from chemical or allied industries, mainly containing organic constituents (excl. anti-freeze fluids)|MISCELLANEOUS CHEMICAL PRODUCTS
2663|382569|Wastes from chemical or allied industries (excl. wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids and those mainly containing organic constituents)|MISCELLANEOUS CHEMICAL PRODUCTS
2664|382590|Residual products of the chemical or allied industries, n.e.s. (excl. waste)|MISCELLANEOUS CHEMICAL PRODUCTS
2665|382600|Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum oils or oils obtained from bituminous minerals|MISCELLANEOUS CHEMICAL PRODUCTS
2666|390011|PLASTICS AND ARTICLES THEREOF; RUBBER AND ARTICLES THEREOF|PLASTICS AND ARTICLES THEREOF
2667|390021|PLASTICS AND ARTICLES THEREOF|PLASTICS AND ARTICLES THEREOF
2669|390100|Polymers of ethylene, in primary forms|PLASTICS AND ARTICLES THEREOF
2670|390110|Polyethylene with a specific gravity of < 0,94, in primary forms|PLASTICS AND ARTICLES THEREOF
2671|390120|Polyethylene with a specific gravity of >= 0,94, in primary forms|PLASTICS AND ARTICLES THEREOF
2672|390130|Ethylene-vinyl acetate copolymers, in primary forms|PLASTICS AND ARTICLES THEREOF
2673|390140|Ethylene-alpha-olefins copolymers, having a specific gravity of < 0,94 , in primary forms|PLASTICS AND ARTICLES THEREOF
2674|390190|Polymers of ethylene, in primary forms (excl. polyethylene and ethylene-vinyl acetate copolymers)|PLASTICS AND ARTICLES THEREOF
2675|390200|Polymers of propylene or of other olefins, in primary forms|PLASTICS AND ARTICLES THEREOF
2676|390210|Polypropylene, in primary forms|PLASTICS AND ARTICLES THEREOF
2677|390220|Polyisobutylene, in primary forms|PLASTICS AND ARTICLES THEREOF
2678|390230|Propylene copolymers, in primary forms|PLASTICS AND ARTICLES THEREOF
2679|390290|Polymers of propylene or of other olefins, in primary forms (excl. polypropylene, polyisobutylene and propylene copolymers)|PLASTICS AND ARTICLES THEREOF
2680|390300|Polymers of styrene, in primary forms|PLASTICS AND ARTICLES THEREOF
2682|390311|Expansible polystyrene, in primary forms|PLASTICS AND ARTICLES THEREOF
2683|390319|Polystyrene, in primary forms (excl. expansible)|PLASTICS AND ARTICLES THEREOF
2684|390320|"Styrene-acrylonitrile copolymers ""SAN"", in primary forms"|PLASTICS AND ARTICLES THEREOF
2685|390330|"Acrylonitrile-butadiene-styrene copolymers ""ABS"", in primary forms"|PLASTICS AND ARTICLES THEREOF
2686|390390|"Polymers of styrene, in primary forms (excl. polystyrene, styrene-acrylonitrile copolymers ""SAN"" and acrylonitrile-butadiene-styrene ""ABS"")"|PLASTICS AND ARTICLES THEREOF
2687|390400|Polymers of vinyl chloride or of other halogenated olefins, in primary forms|PLASTICS AND ARTICLES THEREOF
2688|390410|"Poly""vinyl chloride"", in primary forms, not mixed with any other substances"|PLASTICS AND ARTICLES THEREOF
2690|390421|"Non-plasticised poly""vinyl chloride"", in primary forms, mixed with other substances"|PLASTICS AND ARTICLES THEREOF
2691|390422|"Plasticised poly""vinyl chloride"", in primary forms, mixed with other substances"|PLASTICS AND ARTICLES THEREOF
2692|390430|Vinyl chloride-vinyl acetate copolymers, in primary forms|PLASTICS AND ARTICLES THEREOF
2693|390440|Vinyl chloride copolymers, in primary forms (excl. vinyl chloride-vinyl acetate copolymers)|PLASTICS AND ARTICLES THEREOF
2694|390450|Vinylidene chloride polymers, in primary forms|PLASTICS AND ARTICLES THEREOF
2696|390461|Polytetrafluoroethylene, in primary forms|PLASTICS AND ARTICLES THEREOF
2697|390469|Fluoropolymers of vinyl chloride or of other halogenated olefins, in primary forms (excl. polytetrafluoroethylene)|PLASTICS AND ARTICLES THEREOF
2698|390490|"Polymers of vinyl chloride or other halogenated olefins, in primary forms (excl. poly""vinyl chloride"", copolymers of vinyl chloride, polymers of vinyl chloride and fluoropolymers)"|PLASTICS AND ARTICLES THEREOF
2699|390500|Polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers, in primary forms|PLASTICS AND ARTICLES THEREOF
2701|390512|"Poly""vinyl acetate"", in aqueous dispersion"|PLASTICS AND ARTICLES THEREOF
2702|390519|"Poly""vinyl acetate"", in primary forms (excl. in aqueous dispersion)"|PLASTICS AND ARTICLES THEREOF
2704|390521|Vinyl acetate copolymers, in aqueous dispersion|PLASTICS AND ARTICLES THEREOF
2705|390529|Vinyl acetate copolymers, in primary forms (excl. in aqueous dispersion)|PLASTICS AND ARTICLES THEREOF
2706|390530|"Poly""vinyl alcohol"", in primary forms, whether or not containing unhydrolyzed acetate groups"|PLASTICS AND ARTICLES THEREOF
2708|390591|Copolymers of vinyl, in primary forms (excl. vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, and vinyl acetate copolymers)|PLASTICS AND ARTICLES THEREOF
2709|390599|"Polymers of vinyl esters and other vinyl polymers, in primary forms (excl. those of vinyl chloride or other halogenated olefins, poly""vinyl acetate"", vinyl acetate copolymers and poly""vinyl alcohol"", whether or not containing unhydrolised acetate groups)"|PLASTICS AND ARTICLES THEREOF
2710|390600|Acrylic polymers, in primary forms|PLASTICS AND ARTICLES THEREOF
2711|390610|"Poly""methyl methacrylate"", in primary forms"|PLASTICS AND ARTICLES THEREOF
2712|390690|"Acrylic polymers, in primary forms (excl. poly""methyl methacrylate"")"|PLASTICS AND ARTICLES THEREOF
2713|390700|Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms|PLASTICS AND ARTICLES THEREOF
2714|390710|Polyacetals, in primary forms|PLASTICS AND ARTICLES THEREOF
2715|390720|Polyethers, in primary forms (excl. polyacetals and goods of 3002 10)|PLASTICS AND ARTICLES THEREOF
2716|390730|Epoxide resins, in primary forms|PLASTICS AND ARTICLES THEREOF
2717|390740|Polycarbonates, in primary forms|PLASTICS AND ARTICLES THEREOF
2718|390750|Alkyd resins, in primary forms|PLASTICS AND ARTICLES THEREOF
2720|390761|"Poly""ethylene terephthalate"", in primary forms, having a viscosity number of >= 78 ml/g"|PLASTICS AND ARTICLES THEREOF
2721|390769|"Poly""ethylene terephthalate"", in primary forms, having a viscosity number of < 78 ml/g"|PLASTICS AND ARTICLES THEREOF
2722|390770|"Poly""lactic acid"", in primary forms"|PLASTICS AND ARTICLES THEREOF
2724|390791|"Unsaturated polyallyl esters and other polyesters, in primary forms (excl. polycarbonates, alkyd resins, poly""ethylene terephthalate"" and poly""lactic acid"")"|PLASTICS AND ARTICLES THEREOF
2725|390799|"Saturated polyesters in primary forms (excl. polycarbonates, alkyd resins, poly""ethylene terephthalate"" and poly""lactic acid"")"|PLASTICS AND ARTICLES THEREOF
2726|390800|Polyamides, in primary forms|PLASTICS AND ARTICLES THEREOF
2727|390810|Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms|PLASTICS AND ARTICLES THEREOF
2728|390890|Polyamides, in primary forms (excl. polyamides-6, -11, -12, -6,6, -6,9, -6,10 and -6,12)|PLASTICS AND ARTICLES THEREOF
2729|390900|Amino-resins, phenolic resins and polyurethanes, in primary forms|PLASTICS AND ARTICLES THEREOF
2730|390910|Urea resins and thiourea resins, in primary forms|PLASTICS AND ARTICLES THEREOF
2731|390920|Melamine resins, in primary forms|PLASTICS AND ARTICLES THEREOF
2733|390931|"Poly""methylene phenyl isocyanate"" ""crude MDI, polymeric MDI"", in primary forms"|PLASTICS AND ARTICLES THEREOF
2734|390939|Amino-resins, in primary forms (excl. urea, thiourea and melamine resins and MDI)|PLASTICS AND ARTICLES THEREOF
2735|390940|Phenolic resins, in primary forms|PLASTICS AND ARTICLES THEREOF
2736|390950|Polyurethanes, in primary forms|PLASTICS AND ARTICLES THEREOF
2737|391000|Silicones in primary forms|PLASTICS AND ARTICLES THEREOF
2738|391100|Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, n.e.s., in primary forms|PLASTICS AND ARTICLES THEREOF
2739|391110|Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes, in primary forms|PLASTICS AND ARTICLES THEREOF
2740|391190|Polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, n.e.s., in primary forms|PLASTICS AND ARTICLES THEREOF
2741|391200|Cellulose and its chemical derivatives, n.e.s., in primary forms|PLASTICS AND ARTICLES THEREOF
2743|391211|Non-plasticised cellulose acetates, in primary forms|PLASTICS AND ARTICLES THEREOF
2744|391212|Plasticised cellulose acetates, in primary forms|PLASTICS AND ARTICLES THEREOF
2745|391220|Cellulose nitrates, incl. collodions, in primary forms|PLASTICS AND ARTICLES THEREOF
2747|391231|Carboxymethylcellulose and its salts, in primary forms|PLASTICS AND ARTICLES THEREOF
2748|391239|Cellulose ethers, in primary forms (excl. carboxymethylcellulose and its salts)|PLASTICS AND ARTICLES THEREOF
2749|391290|Cellulose and chemical derivatives thereof, n.e.s., in primary forms (excl. cellulose acetates, cellulose nitrates and cellulose ethers)|PLASTICS AND ARTICLES THEREOF
2750|391300|Natural polymers, e.g. alginic acid, and modified natural polymers, e.g. hardened proteins, chemical derivatives of natural rubber, n.e.s., in primary forms|PLASTICS AND ARTICLES THEREOF
2751|391310|Alginic acid, its salts and esters, in primary forms|PLASTICS AND ARTICLES THEREOF
2752|391390|Natural polymers and modified natural polymers, e.g. hardened proteins, chemical derivatives of natural rubber, n.e.s., in primary forms (excl. alginic acid and its salts and esters)|PLASTICS AND ARTICLES THEREOF
2753|391400|Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms|PLASTICS AND ARTICLES THEREOF
2755|391500|Waste, parings and scrap, of plastics|PLASTICS AND ARTICLES THEREOF
2756|391510|Waste, parings and scrap, of polymers of ethylene|PLASTICS AND ARTICLES THEREOF
2757|391520|Waste, parings and scrap, of polymers of styrene|PLASTICS AND ARTICLES THEREOF
2758|391530|Waste, parings and scrap, of polymers of vinyl chloride|PLASTICS AND ARTICLES THEREOF
2759|391590|Waste, parings and scrap of plastics (excl. that of polymers of ethylene, styrene and vinyl chloride)|PLASTICS AND ARTICLES THEREOF
2760|391600|Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, of plastics, whether or not surface-worked but not further worked|PLASTICS AND ARTICLES THEREOF
2761|391610|Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, of polymers of ethylene, whether or not surface-worked but not further worked|PLASTICS AND ARTICLES THEREOF
2762|391620|Monofilament with any cross-sectional dimension of > 1 mm, rods, sticks and profile shapes, whether or not surface-worked but not otherwise worked, of polymers of vinyl chloride|PLASTICS AND ARTICLES THEREOF
2763|391690|Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, of plastics, whether or not surface worked but not further worked (excl. that of polymers of ethylene and vinyl chloride)|PLASTICS AND ARTICLES THEREOF
2764|391700|Tubes, pipes and hoses, and fittings therefor, e.g. joints, elbows, flanges, of plastics|PLASTICS AND ARTICLES THEREOF
2765|391710|"Artificial guts ""sausage casings"" of hardened protein or cellulose materials"|PLASTICS AND ARTICLES THEREOF
2767|391721|Rigid tubes, pipes and hoses, of polymers of ethylene|PLASTICS AND ARTICLES THEREOF
2768|391722|Rigid tubes, pipes and hoses of polymers of propylene|PLASTICS AND ARTICLES THEREOF
2769|391723|Rigid tubes, pipes and hoses, of polymers of vinyl chloride|PLASTICS AND ARTICLES THEREOF
2770|391729|Rigid tubes, pipes and hoses, of plastics (excl. those of polymers of ethylene, propylene and vinyl chloride)|PLASTICS AND ARTICLES THEREOF
2772|391731|Flexible tubes, pipes and hoses, of plastics, burst pressure >= 27,6 MPa|PLASTICS AND ARTICLES THEREOF
2773|391732|Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other materials, without fittings|PLASTICS AND ARTICLES THEREOF
2774|391733|Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other materials, with fittings, seals or connectors|PLASTICS AND ARTICLES THEREOF
2775|391739|Flexible tubes, pipes and hoses, of plastics, reinforced or otherwise combined with other materials (excl. those with a burst pressure of >= 27,6 MPa)|PLASTICS AND ARTICLES THEREOF
2776|391740|Fittings, e.g. joints, elbows, flanges, of plastics, for tubes, pipes and hoses|PLASTICS AND ARTICLES THEREOF
2777|391800|Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles; wall or ceiling coverings of plastics, in rolls with a width of >= 45 cm, consisting of a layer of plastics fixed permanently on a backing of any material other than paper, the face side of which is grained, embossed, coloured, design-printed or otherwise decorated|PLASTICS AND ARTICLES THEREOF
2778|391810|"Floor coverings, whether or not self-adhesive, in rolls or in the form of tiles, and wall or ceiling coverings ""in rolls with a width of >= 45 cm, consisting of a layer of plastics fixed permanently on a backing of any material other than paper, the face side of which is grained, embossed, coloured, design-printed or otherwise decorated"", of polymers of vinyl chloride"|PLASTICS AND ARTICLES THEREOF
2779|391890|Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles, and wall or ceiling coverings in rolls with a width of >= 45 cm, consisting of a layer of plastics fixed permanently on a backing of any material other than paper, the face side of which is grained, embossed, coloured, design-printed or otherwise decorated (excl. coverings of polymers of vinyl chloride)|PLASTICS AND ARTICLES THEREOF
2780|391900|Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls (excl. floor, wall and ceiling coverings of heading 3918)|PLASTICS AND ARTICLES THEREOF
